,filename,partition,semantic_label,numeric_label
132,00132.png,train,rialto_bridge,2.0
133,00133.png,train,museu_nacional_dart_de_catalunya,3.0
134,00134.png,train,pantheon,4.0
135,00135.png,train,hofburg_imperial_palace,5.0
136,00136.png,train,berlin_cathedral,6.0
137,00137.png,train,hagia_sophia,7.0
138,00138.png,train,gaudi_casa_batllo_barcelona,8.0
139,00139.png,train,st_stephen_cathedral_vienna,9.0
140,00140.png,train,colosseum,0.0
141,00141.png,train,petronas_towers,1.0
142,00142.png,train,rialto_bridge,2.0
143,00143.png,train,museu_nacional_dart_de_catalunya,3.0
144,00144.png,train,pantheon,4.0
145,00145.png,train,hofburg_imperial_palace,5.0
146,00146.png,train,berlin_cathedral,6.0
147,00147.png,train,hagia_sophia,7.0
148,00148.png,train,gaudi_casa_batllo_barcelona,8.0
149,00149.png,train,st_stephen_cathedral_vienna,9.0
150,00150.png,train,colosseum,0.0
151,00151.png,train,petronas_towers,1.0
152,00152.png,train,rialto_bridge,2.0
153,00153.png,train,museu_nacional_dart_de_catalunya,3.0
154,00154.png,train,pantheon,4.0
155,00155.png,train,hofburg_imperial_palace,5.0
156,00156.png,train,berlin_cathedral,6.0
157,00157.png,train,hagia_sophia,7.0
158,00158.png,train,gaudi_casa_batllo_barcelona,8.0
159,00159.png,train,st_stephen_cathedral_vienna,9.0
160,00160.png,train,colosseum,0.0
161,00161.png,train,petronas_towers,1.0
162,00162.png,train,rialto_bridge,2.0
163,00163.png,train,museu_nacional_dart_de_catalunya,3.0
164,00164.png,train,pantheon,4.0
165,00165.png,train,hofburg_imperial_palace,5.0
166,00166.png,train,berlin_cathedral,6.0
167,00167.png,train,hagia_sophia,7.0
168,00168.png,train,gaudi_casa_batllo_barcelona,8.0
169,00169.png,train,st_stephen_cathedral_vienna,9.0
170,00170.png,train,colosseum,0.0
171,00171.png,train,petronas_towers,1.0
172,00172.png,train,rialto_bridge,2.0
173,00173.png,train,museu_nacional_dart_de_catalunya,3.0
174,00174.png,train,pantheon,4.0
175,00175.png,train,hofburg_imperial_palace,5.0
176,00176.png,train,berlin_cathedral,6.0
177,00177.png,train,hagia_sophia,7.0
178,00178.png,train,gaudi_casa_batllo_barcelona,8.0
179,00179.png,train,st_stephen_cathedral_vienna,9.0
180,00180.png,train,colosseum,0.0
181,00181.png,train,petronas_towers,1.0
182,00182.png,train,rialto_bridge,2.0
183,00183.png,train,museu_nacional_dart_de_catalunya,3.0
184,00184.png,train,pantheon,4.0
185,00185.png,train,hofburg_imperial_palace,5.0
186,00186.png,train,berlin_cathedral,6.0
187,00187.png,train,hagia_sophia,7.0
188,00188.png,train,gaudi_casa_batllo_barcelona,8.0
189,00189.png,train,st_stephen_cathedral_vienna,9.0
190,00190.png,train,colosseum,0.0
191,00191.png,train,petronas_towers,1.0
192,00192.png,train,rialto_bridge,2.0
193,00193.png,train,museu_nacional_dart_de_catalunya,3.0
194,00194.png,train,pantheon,4.0
195,00195.png,train,hofburg_imperial_palace,5.0
196,00196.png,train,berlin_cathedral,6.0
197,00197.png,train,hagia_sophia,7.0
198,00198.png,train,gaudi_casa_batllo_barcelona,8.0
199,00199.png,train,st_stephen_cathedral_vienna,9.0
200,00200.png,train,colosseum,0.0
201,00201.png,train,petronas_towers,1.0
202,00202.png,train,rialto_bridge,2.0
203,00203.png,train,museu_nacional_dart_de_catalunya,3.0
204,00204.png,train,pantheon,4.0
205,00205.png,train,hofburg_imperial_palace,5.0
206,00206.png,train,berlin_cathedral,6.0
207,00207.png,train,hagia_sophia,7.0
208,00208.png,train,gaudi_casa_batllo_barcelona,8.0
209,00209.png,train,st_stephen_cathedral_vienna,9.0
210,00210.png,train,colosseum,0.0
211,00211.png,train,petronas_towers,1.0
212,00212.png,train,rialto_bridge,2.0
213,00213.png,train,museu_nacional_dart_de_catalunya,3.0
214,00214.png,train,pantheon,4.0
215,00215.png,train,hofburg_imperial_palace,5.0
216,00216.png,train,berlin_cathedral,6.0
217,00217.png,train,hagia_sophia,7.0
218,00218.png,train,gaudi_casa_batllo_barcelona,8.0
219,00219.png,train,st_stephen_cathedral_vienna,9.0
220,00220.png,train,colosseum,0.0
221,00221.png,train,petronas_towers,1.0
222,00222.png,train,rialto_bridge,2.0
223,00223.png,train,museu_nacional_dart_de_catalunya,3.0
224,00224.png,train,pantheon,4.0
225,00225.png,train,hofburg_imperial_palace,5.0
226,00226.png,train,berlin_cathedral,6.0
227,00227.png,train,hagia_sophia,7.0
228,00228.png,train,gaudi_casa_batllo_barcelona,8.0
229,00229.png,train,st_stephen_cathedral_vienna,9.0
230,00230.png,train,colosseum,0.0
231,00231.png,train,petronas_towers,1.0
232,00232.png,train,rialto_bridge,2.0
233,00233.png,train,museu_nacional_dart_de_catalunya,3.0
234,00234.png,train,pantheon,4.0
235,00235.png,train,hofburg_imperial_palace,5.0
236,00236.png,train,berlin_cathedral,6.0
237,00237.png,train,hagia_sophia,7.0
238,00238.png,train,gaudi_casa_batllo_barcelona,8.0
239,00239.png,train,st_stephen_cathedral_vienna,9.0
240,00240.png,train,colosseum,0.0
241,00241.png,train,petronas_towers,1.0
242,00242.png,train,rialto_bridge,2.0
243,00243.png,train,museu_nacional_dart_de_catalunya,3.0
244,00244.png,train,pantheon,4.0
245,00245.png,train,hofburg_imperial_palace,5.0
246,00246.png,train,berlin_cathedral,6.0
247,00247.png,train,hagia_sophia,7.0
248,00248.png,train,gaudi_casa_batllo_barcelona,8.0
249,00249.png,train,st_stephen_cathedral_vienna,9.0
250,00250.png,train,colosseum,0.0
251,00251.png,train,petronas_towers,1.0
252,00252.png,train,rialto_bridge,2.0
253,00253.png,train,museu_nacional_dart_de_catalunya,3.0
254,00254.png,train,pantheon,4.0
255,00255.png,train,hofburg_imperial_palace,5.0
256,00256.png,train,berlin_cathedral,6.0
257,00257.png,train,hagia_sophia,7.0
258,00258.png,train,gaudi_casa_batllo_barcelona,8.0
259,00259.png,train,st_stephen_cathedral_vienna,9.0
260,00260.png,train,colosseum,0.0
261,00261.png,train,petronas_towers,1.0
262,00262.png,train,rialto_bridge,2.0
263,00263.png,train,museu_nacional_dart_de_catalunya,3.0
264,00264.png,train,pantheon,4.0
265,00265.png,train,hofburg_imperial_palace,5.0
266,00266.png,train,berlin_cathedral,6.0
267,00267.png,train,hagia_sophia,7.0
268,00268.png,train,gaudi_casa_batllo_barcelona,8.0
269,00269.png,train,st_stephen_cathedral_vienna,9.0
270,00270.png,train,colosseum,0.0
271,00271.png,train,petronas_towers,1.0
272,00272.png,train,rialto_bridge,2.0
273,00273.png,train,museu_nacional_dart_de_catalunya,3.0
274,00274.png,train,pantheon,4.0
275,00275.png,train,hofburg_imperial_palace,5.0
276,00276.png,train,berlin_cathedral,6.0
277,00277.png,train,hagia_sophia,7.0
278,00278.png,train,gaudi_casa_batllo_barcelona,8.0
279,00279.png,train,st_stephen_cathedral_vienna,9.0
280,00280.png,train,colosseum,0.0
281,00281.png,train,petronas_towers,1.0
282,00282.png,train,rialto_bridge,2.0
283,00283.png,train,museu_nacional_dart_de_catalunya,3.0
284,00284.png,train,pantheon,4.0
285,00285.png,train,hofburg_imperial_palace,5.0
286,00286.png,train,berlin_cathedral,6.0
287,00287.png,train,hagia_sophia,7.0
288,00288.png,train,gaudi_casa_batllo_barcelona,8.0
289,00289.png,train,st_stephen_cathedral_vienna,9.0
290,00290.png,train,colosseum,0.0
291,00291.png,train,petronas_towers,1.0
292,00292.png,train,rialto_bridge,2.0
293,00293.png,train,museu_nacional_dart_de_catalunya,3.0
294,00294.png,train,pantheon,4.0
295,00295.png,train,hofburg_imperial_palace,5.0
296,00296.png,train,berlin_cathedral,6.0
297,00297.png,train,hagia_sophia,7.0
298,00298.png,train,gaudi_casa_batllo_barcelona,8.0
299,00299.png,train,st_stephen_cathedral_vienna,9.0
300,00300.png,train,colosseum,0.0
301,00301.png,train,petronas_towers,1.0
302,00302.png,train,rialto_bridge,2.0
303,00303.png,train,museu_nacional_dart_de_catalunya,3.0
304,00304.png,train,pantheon,4.0
305,00305.png,train,hofburg_imperial_palace,5.0
306,00306.png,train,berlin_cathedral,6.0
307,00307.png,train,hagia_sophia,7.0
308,00308.png,train,gaudi_casa_batllo_barcelona,8.0
309,00309.png,train,st_stephen_cathedral_vienna,9.0
310,00310.png,train,colosseum,0.0
311,00311.png,train,petronas_towers,1.0
312,00312.png,train,rialto_bridge,2.0
313,00313.png,train,museu_nacional_dart_de_catalunya,3.0
314,00314.png,train,pantheon,4.0
315,00315.png,train,hofburg_imperial_palace,5.0
316,00316.png,train,berlin_cathedral,6.0
317,00317.png,train,hagia_sophia,7.0
318,00318.png,train,gaudi_casa_batllo_barcelona,8.0
319,00319.png,train,st_stephen_cathedral_vienna,9.0
320,00320.png,train,colosseum,0.0
321,00321.png,train,petronas_towers,1.0
322,00322.png,train,rialto_bridge,2.0
323,00323.png,train,museu_nacional_dart_de_catalunya,3.0
324,00324.png,train,pantheon,4.0
325,00325.png,train,hofburg_imperial_palace,5.0
326,00326.png,train,berlin_cathedral,6.0
327,00327.png,train,hagia_sophia,7.0
328,00328.png,train,gaudi_casa_batllo_barcelona,8.0
329,00329.png,train,st_stephen_cathedral_vienna,9.0
330,00330.png,train,colosseum,0.0
331,00331.png,train,petronas_towers,1.0
332,00332.png,train,rialto_bridge,2.0
333,00333.png,train,museu_nacional_dart_de_catalunya,3.0
334,00334.png,train,pantheon,4.0
335,00335.png,train,hofburg_imperial_palace,5.0
336,00336.png,train,berlin_cathedral,6.0
337,00337.png,train,hagia_sophia,7.0
338,00338.png,train,gaudi_casa_batllo_barcelona,8.0
339,00339.png,train,st_stephen_cathedral_vienna,9.0
340,00340.png,train,colosseum,0.0
341,00341.png,train,petronas_towers,1.0
342,00342.png,train,rialto_bridge,2.0
343,00343.png,train,museu_nacional_dart_de_catalunya,3.0
344,00344.png,train,pantheon,4.0
345,00345.png,train,hofburg_imperial_palace,5.0
346,00346.png,train,berlin_cathedral,6.0
347,00347.png,train,hagia_sophia,7.0
348,00348.png,train,gaudi_casa_batllo_barcelona,8.0
349,00349.png,train,st_stephen_cathedral_vienna,9.0
350,00350.png,train,colosseum,0.0
351,00351.png,train,petronas_towers,1.0
352,00352.png,train,rialto_bridge,2.0
353,00353.png,train,museu_nacional_dart_de_catalunya,3.0
354,00354.png,train,pantheon,4.0
355,00355.png,train,hofburg_imperial_palace,5.0
356,00356.png,train,berlin_cathedral,6.0
357,00357.png,train,hagia_sophia,7.0
358,00358.png,train,gaudi_casa_batllo_barcelona,8.0
359,00359.png,train,st_stephen_cathedral_vienna,9.0
360,00360.png,train,colosseum,0.0
361,00361.png,train,petronas_towers,1.0
362,00362.png,train,rialto_bridge,2.0
363,00363.png,train,museu_nacional_dart_de_catalunya,3.0
364,00364.png,train,pantheon,4.0
365,00365.png,train,hofburg_imperial_palace,5.0
366,00366.png,train,berlin_cathedral,6.0
367,00367.png,train,hagia_sophia,7.0
368,00368.png,train,gaudi_casa_batllo_barcelona,8.0
369,00369.png,train,st_stephen_cathedral_vienna,9.0
370,00370.png,train,colosseum,0.0
371,00371.png,train,petronas_towers,1.0
372,00372.png,train,rialto_bridge,2.0
373,00373.png,train,museu_nacional_dart_de_catalunya,3.0
374,00374.png,train,pantheon,4.0
375,00375.png,train,hofburg_imperial_palace,5.0
376,00376.png,train,berlin_cathedral,6.0
377,00377.png,train,hagia_sophia,7.0
378,00378.png,train,gaudi_casa_batllo_barcelona,8.0
379,00379.png,train,st_stephen_cathedral_vienna,9.0
380,00380.png,train,colosseum,0.0
381,00381.png,train,petronas_towers,1.0
382,00382.png,train,rialto_bridge,2.0
383,00383.png,train,museu_nacional_dart_de_catalunya,3.0
384,00384.png,train,pantheon,4.0
385,00385.png,train,hofburg_imperial_palace,5.0
386,00386.png,train,berlin_cathedral,6.0
387,00387.png,train,hagia_sophia,7.0
388,00388.png,train,gaudi_casa_batllo_barcelona,8.0
389,00389.png,train,st_stephen_cathedral_vienna,9.0
390,00390.png,train,colosseum,0.0
391,00391.png,train,petronas_towers,1.0
392,00392.png,train,rialto_bridge,2.0
393,00393.png,train,museu_nacional_dart_de_catalunya,3.0
394,00394.png,train,pantheon,4.0
395,00395.png,train,hofburg_imperial_palace,5.0
396,00396.png,train,berlin_cathedral,6.0
397,00397.png,train,hagia_sophia,7.0
398,00398.png,train,gaudi_casa_batllo_barcelona,8.0
399,00399.png,train,st_stephen_cathedral_vienna,9.0
400,00400.png,train,colosseum,0.0
401,00401.png,train,petronas_towers,1.0
402,00402.png,train,rialto_bridge,2.0
403,00403.png,train,museu_nacional_dart_de_catalunya,3.0
404,00404.png,train,pantheon,4.0
405,00405.png,train,hofburg_imperial_palace,5.0
406,00406.png,train,berlin_cathedral,6.0
407,00407.png,train,hagia_sophia,7.0
408,00408.png,train,gaudi_casa_batllo_barcelona,8.0
409,00409.png,train,st_stephen_cathedral_vienna,9.0
410,00410.png,train,colosseum,0.0
411,00411.png,train,petronas_towers,1.0
412,00412.png,train,rialto_bridge,2.0
413,00413.png,train,museu_nacional_dart_de_catalunya,3.0
414,00414.png,train,pantheon,4.0
415,00415.png,train,hofburg_imperial_palace,5.0
416,00416.png,train,berlin_cathedral,6.0
417,00417.png,train,hagia_sophia,7.0
418,00418.png,train,gaudi_casa_batllo_barcelona,8.0
419,00419.png,train,st_stephen_cathedral_vienna,9.0
420,00420.png,train,colosseum,0.0
421,00421.png,train,petronas_towers,1.0
422,00422.png,train,rialto_bridge,2.0
423,00423.png,train,museu_nacional_dart_de_catalunya,3.0
424,00424.png,train,pantheon,4.0
425,00425.png,train,hofburg_imperial_palace,5.0
426,00426.png,train,berlin_cathedral,6.0
427,00427.png,train,hagia_sophia,7.0
428,00428.png,train,gaudi_casa_batllo_barcelona,8.0
429,00429.png,train,st_stephen_cathedral_vienna,9.0
430,00430.png,train,colosseum,0.0
431,00431.png,train,petronas_towers,1.0
432,00432.png,train,rialto_bridge,2.0
433,00433.png,train,museu_nacional_dart_de_catalunya,3.0
434,00434.png,train,pantheon,4.0
435,00435.png,train,hofburg_imperial_palace,5.0
436,00436.png,train,berlin_cathedral,6.0
437,00437.png,train,hagia_sophia,7.0
438,00438.png,train,gaudi_casa_batllo_barcelona,8.0
439,00439.png,train,st_stephen_cathedral_vienna,9.0
440,00440.png,train,colosseum,0.0
441,00441.png,train,petronas_towers,1.0
442,00442.png,train,rialto_bridge,2.0
443,00443.png,train,museu_nacional_dart_de_catalunya,3.0
444,00444.png,train,pantheon,4.0
445,00445.png,train,hofburg_imperial_palace,5.0
446,00446.png,train,berlin_cathedral,6.0
447,00447.png,train,hagia_sophia,7.0
448,00448.png,train,gaudi_casa_batllo_barcelona,8.0
449,00449.png,train,st_stephen_cathedral_vienna,9.0
450,00450.png,train,colosseum,0.0
451,00451.png,train,petronas_towers,1.0
452,00452.png,train,rialto_bridge,2.0
453,00453.png,train,museu_nacional_dart_de_catalunya,3.0
454,00454.png,train,pantheon,4.0
455,00455.png,train,hofburg_imperial_palace,5.0
456,00456.png,train,berlin_cathedral,6.0
457,00457.png,train,hagia_sophia,7.0
458,00458.png,train,gaudi_casa_batllo_barcelona,8.0
459,00459.png,train,st_stephen_cathedral_vienna,9.0
460,00460.png,train,colosseum,0.0
461,00461.png,train,petronas_towers,1.0
462,00462.png,train,rialto_bridge,2.0
463,00463.png,train,museu_nacional_dart_de_catalunya,3.0
464,00464.png,train,pantheon,4.0
465,00465.png,train,hofburg_imperial_palace,5.0
466,00466.png,train,berlin_cathedral,6.0
467,00467.png,train,hagia_sophia,7.0
468,00468.png,train,gaudi_casa_batllo_barcelona,8.0
469,00469.png,train,st_stephen_cathedral_vienna,9.0
470,00470.png,train,colosseum,0.0
471,00471.png,train,petronas_towers,1.0
472,00472.png,train,rialto_bridge,2.0
473,00473.png,train,museu_nacional_dart_de_catalunya,3.0
474,00474.png,train,pantheon,4.0
475,00475.png,train,hofburg_imperial_palace,5.0
476,00476.png,train,berlin_cathedral,6.0
477,00477.png,train,hagia_sophia,7.0
478,00478.png,train,gaudi_casa_batllo_barcelona,8.0
479,00479.png,train,st_stephen_cathedral_vienna,9.0
480,00480.png,train,colosseum,0.0
481,00481.png,train,petronas_towers,1.0
482,00482.png,train,rialto_bridge,2.0
483,00483.png,train,museu_nacional_dart_de_catalunya,3.0
484,00484.png,train,pantheon,4.0
485,00485.png,train,hofburg_imperial_palace,5.0
486,00486.png,train,berlin_cathedral,6.0
487,00487.png,train,hagia_sophia,7.0
488,00488.png,train,gaudi_casa_batllo_barcelona,8.0
489,00489.png,train,st_stephen_cathedral_vienna,9.0
490,00490.png,train,colosseum,0.0
491,00491.png,train,petronas_towers,1.0
492,00492.png,train,rialto_bridge,2.0
493,00493.png,train,museu_nacional_dart_de_catalunya,3.0
494,00494.png,train,pantheon,4.0
495,00495.png,train,hofburg_imperial_palace,5.0
496,00496.png,train,berlin_cathedral,6.0
497,00497.png,train,hagia_sophia,7.0
498,00498.png,train,gaudi_casa_batllo_barcelona,8.0
499,00499.png,train,st_stephen_cathedral_vienna,9.0
500,00500.png,train,colosseum,0.0
501,00501.png,train,petronas_towers,1.0
502,00502.png,train,rialto_bridge,2.0
503,00503.png,train,museu_nacional_dart_de_catalunya,3.0
504,00504.png,train,pantheon,4.0
505,00505.png,train,hofburg_imperial_palace,5.0
506,00506.png,train,berlin_cathedral,6.0
507,00507.png,train,hagia_sophia,7.0
508,00508.png,train,gaudi_casa_batllo_barcelona,8.0
509,00509.png,train,st_stephen_cathedral_vienna,9.0
510,00510.png,train,colosseum,0.0
511,00511.png,train,petronas_towers,1.0
512,00512.png,train,rialto_bridge,2.0
513,00513.png,train,museu_nacional_dart_de_catalunya,3.0
514,00514.png,train,pantheon,4.0
515,00515.png,train,hofburg_imperial_palace,5.0
516,00516.png,train,berlin_cathedral,6.0
517,00517.png,train,hagia_sophia,7.0
518,00518.png,train,gaudi_casa_batllo_barcelona,8.0
519,00519.png,train,st_stephen_cathedral_vienna,9.0
520,00520.png,train,colosseum,0.0
521,00521.png,train,petronas_towers,1.0
522,00522.png,train,rialto_bridge,2.0
523,00523.png,train,museu_nacional_dart_de_catalunya,3.0
524,00524.png,train,pantheon,4.0
525,00525.png,train,hofburg_imperial_palace,5.0
526,00526.png,train,berlin_cathedral,6.0
527,00527.png,train,hagia_sophia,7.0
528,00528.png,train,gaudi_casa_batllo_barcelona,8.0
529,00529.png,train,st_stephen_cathedral_vienna,9.0
530,00530.png,train,colosseum,0.0
531,00531.png,train,petronas_towers,1.0
532,00532.png,train,rialto_bridge,2.0
533,00533.png,train,museu_nacional_dart_de_catalunya,3.0
534,00534.png,train,pantheon,4.0
535,00535.png,train,hofburg_imperial_palace,5.0
536,00536.png,train,berlin_cathedral,6.0
537,00537.png,train,hagia_sophia,7.0
538,00538.png,train,gaudi_casa_batllo_barcelona,8.0
539,00539.png,train,st_stephen_cathedral_vienna,9.0
540,00540.png,train,colosseum,0.0
541,00541.png,train,petronas_towers,1.0
542,00542.png,train,rialto_bridge,2.0
543,00543.png,train,museu_nacional_dart_de_catalunya,3.0
544,00544.png,train,pantheon,4.0
545,00545.png,train,hofburg_imperial_palace,5.0
546,00546.png,train,berlin_cathedral,6.0
547,00547.png,train,hagia_sophia,7.0
548,00548.png,train,gaudi_casa_batllo_barcelona,8.0
549,00549.png,train,st_stephen_cathedral_vienna,9.0
550,00550.png,train,colosseum,0.0
551,00551.png,train,petronas_towers,1.0
552,00552.png,train,rialto_bridge,2.0
553,00553.png,train,museu_nacional_dart_de_catalunya,3.0
554,00554.png,train,pantheon,4.0
555,00555.png,train,hofburg_imperial_palace,5.0
556,00556.png,train,berlin_cathedral,6.0
557,00557.png,train,hagia_sophia,7.0
558,00558.png,train,gaudi_casa_batllo_barcelona,8.0
559,00559.png,train,st_stephen_cathedral_vienna,9.0
560,00560.png,train,colosseum,0.0
561,00561.png,train,petronas_towers,1.0
562,00562.png,train,rialto_bridge,2.0
563,00563.png,train,museu_nacional_dart_de_catalunya,3.0
564,00564.png,train,pantheon,4.0
565,00565.png,train,hofburg_imperial_palace,5.0
566,00566.png,train,berlin_cathedral,6.0
567,00567.png,train,hagia_sophia,7.0
568,00568.png,train,gaudi_casa_batllo_barcelona,8.0
569,00569.png,train,st_stephen_cathedral_vienna,9.0
570,00570.png,train,colosseum,0.0
571,00571.png,train,petronas_towers,1.0
572,00572.png,train,rialto_bridge,2.0
573,00573.png,train,museu_nacional_dart_de_catalunya,3.0
574,00574.png,train,pantheon,4.0
575,00575.png,train,hofburg_imperial_palace,5.0
576,00576.png,train,berlin_cathedral,6.0
577,00577.png,train,hagia_sophia,7.0
578,00578.png,train,gaudi_casa_batllo_barcelona,8.0
579,00579.png,train,st_stephen_cathedral_vienna,9.0
580,00580.png,train,colosseum,0.0
581,00581.png,train,petronas_towers,1.0
582,00582.png,train,rialto_bridge,2.0
583,00583.png,train,museu_nacional_dart_de_catalunya,3.0
584,00584.png,train,pantheon,4.0
585,00585.png,train,hofburg_imperial_palace,5.0
586,00586.png,train,berlin_cathedral,6.0
587,00587.png,train,hagia_sophia,7.0
588,00588.png,train,gaudi_casa_batllo_barcelona,8.0
589,00589.png,train,st_stephen_cathedral_vienna,9.0
590,00590.png,train,colosseum,0.0
591,00591.png,train,petronas_towers,1.0
592,00592.png,train,rialto_bridge,2.0
593,00593.png,train,museu_nacional_dart_de_catalunya,3.0
594,00594.png,train,pantheon,4.0
595,00595.png,train,hofburg_imperial_palace,5.0
596,00596.png,train,berlin_cathedral,6.0
597,00597.png,train,hagia_sophia,7.0
598,00598.png,train,gaudi_casa_batllo_barcelona,8.0
